Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68
20070209,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.03,NaN,67.46,19.63,23.61,25.86,13.59,32.15,21.32,37.84,49.19,NaN,NaN,49.18,31.72,NaN,38.7,66.12,NaN,31.88,76.13,82.22,54.28,146.25,81.38,NaN,NaN,31.96,70.26,141.89,NaN,39.35,265.6,28.61,194.77,NaN,130.89,NaN,82.49,NaN,156.71,NaN,NaN,49.99,72.18,692.49,54.43,58.24,73.57,NaN,NaN,32.62,53.58,34.85,32.64,22.08,22.91,31.53,37.07,50.12
20070212,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.77,NaN,67.17,19.48,23.51,25.83,13.58,31.94,21.32,37.21,48.81,NaN,NaN,48.82,31.84,NaN,38.2,65.67,NaN,31.51,75.91,80.67,54.48,145.43,80.43,NaN,NaN,31.97,69.92,143.81,NaN,39.59,267.92,28.26,195.62,NaN,130.39,NaN,81.76,NaN,158.63,NaN,NaN,48.37,71.38,692.49,54.43,57.83,72.02,NaN,NaN,32.77,52.77,34.76,32.7,21.98,22.85,31.38,36.88,50.14
20070213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.37,NaN,68.12,19.94,23.98,26.15,13.88,32.4,21.45,38.68,49.95,NaN,NaN,49.69,31.93,NaN,38.82,65.84,NaN,32.09,76.5,82.29,55,146.82,82.12,NaN,NaN,32.19,71.13,139.25,NaN,38.74,263.64,28.42,184.52,NaN,131.6,NaN,83.1,NaN,154.27,NaN,NaN,49.36,72.97,696.49,56.78,58.51,73.65,NaN,NaN,33.51,53.61,35.03,32.99,22.07,22.94,31.52,37.22,51.24
20070214,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.19,NaN,69.14,20.2,24.03,26.61,14.12,32.92,21.71,39.07,50.92,NaN,NaN,50.24,31.98,NaN,39.48,66.37,NaN,32.14,76.62,81.72,55.35,147.92,83.2,NaN,NaN,32.25,71.65,137.53,NaN,38.1,258.6,29.17,179.42,NaN,132.56,NaN,84.46,NaN,154.03,NaN,NaN,48.45,73.16,717.39,57.5,59.5,73.04,NaN,NaN,33.74,53.62,35.39,33.52,22.4,23.1,31.7,37.43,51.57
20070215,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.21,NaN,69.23,20.18,24.26,26.64,14.24,32.84,21.65,39.43,51.52,NaN,NaN,50.2,31.99,NaN,39.79,66.41,NaN,31.94,76.68,82.48,55.42,147.95,83.41,NaN,NaN,32.55,71.89,135.37,NaN,37.99,258.84,29.2,176.12,NaN,132.75,NaN,84.43,NaN,152.83,NaN,NaN,48.35,73.49,716.29,58.37,59.53,73.67,NaN,NaN,33.92,53.18,35.45,33.6,22.49,23.26,31.86,37.56,52.12
20070216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.31,NaN,69.2,20.24,24.29,26.64,14.23,32.9,21.6,39.51,52.31,NaN,NaN,50.11,32.23,NaN,39.53,66.36,NaN,31.97,76.99,82.16,55.52,148.25,83.71,NaN,NaN,32.44,72.18,135.05,NaN,38.06,259.28,29.16,176.07,NaN,132.67,NaN,84.42,NaN,151.23,NaN,NaN,49.35,73.8,716.29,58.28,59.46,73.45,NaN,NaN,33.73,53.19,35.44,33.45,22.44,23.3,31.72,37.51,52.29
20070220,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.41,NaN,69.31,20.38,24.1,26.8,14.18,32.84,21.74,39.52,52.71,NaN,NaN,50.2,32.33,NaN,38.67,65.31,NaN,31.66,77.77,82.94,55.78,149.29,84.88,NaN,NaN,32.92,73.92,130.33,NaN,37.87,255.68,29.21,176.07,NaN,132.98,NaN,84.85,NaN,146.51,NaN,NaN,48.67,75.43,725.29,58.69,59.53,74.11,NaN,NaN,34.04,52.54,35.64,33.51,22.45,23.44,31.74,37.8,52.29
20070221,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.53,NaN,68.92,20.37,24.38,26.63,14.19,32.77,21.46,39.61,52.78,NaN,NaN,49.92,32.59,NaN,40.16,67.35,NaN,32.02,77.92,82.45,55.59,149.72,85.41,NaN,NaN,32.75,74.09,129.25,NaN,37.99,256.56,29.18,166.72,NaN,132.92,NaN,84.68,NaN,146.07,NaN,NaN,49.86,75.61,721.09,58.37,59.08,73.83,NaN,NaN,34.28,53.17,35.48,33.61,22.41,23.29,31.58,37.64,54.04
20070222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.42,NaN,69.26,20.54,24.3,26.7,14.23,32.87,21.67,39.81,53.4,NaN,NaN,50.11,32.59,NaN,40.39,67.15,NaN,32.35,78.21,81.98,55.52,150.46,85.59,NaN,NaN,32.56,74.41,131.25,NaN,38.08,260.2,30.1,167.62,NaN,132.82,NaN,84.52,NaN,144.31,NaN,NaN,50.33,76.05,714.69,60.37,59.27,73.37,NaN,NaN,34.27,53.69,35.33,33.49,22.54,23.19,31.53,37.55,54.39
20070223,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.14,NaN,69.5,20.96,24.36,26.86,14.36,32.96,21.74,39.52,53.65,NaN,NaN,50.23,31.73,NaN,40.42,67.72,NaN,32.43,77.77,80.67,55.02,149.86,85.57,NaN,NaN,32.53,73.83,129.97,NaN,38.47,265.2,30.26,167.02,NaN,132.25,NaN,84.03,NaN,145.59,NaN,NaN,50.46,75.55,702.79,60.98,59.65,71.88,NaN,NaN,34.42,53.84,34.98,33.39,22.52,23.21,31.38,37.46,54.38
20070226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.13,NaN,69.54,21,24.5,26.96,14.46,33.13,21.79,39.74,53.63,NaN,NaN,50.47,31.73,NaN,40.94,68.1,NaN,32.69,77.71,80.08,54.76,149.74,85.18,NaN,NaN,32.39,73.17,132.69,NaN,38.66,270.08,30.21,164.57,NaN,132.11,NaN,83.79,NaN,148.15,NaN,NaN,50.9,74.96,690.29,61.4,59.72,71.46,NaN,NaN,34.77,54.19,34.71,33.18,22.46,23.2,31.52,37.12,54.49
20070227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.94,NaN,66.45,19.71,23.57,25.66,14.1,31.4,20.66,35.51,48.15,NaN,NaN,47.81,28.26,NaN,37.94,65.41,NaN,31.36,73.87,77.15,52.91,143.98,78.47,NaN,NaN,31.3,67.12,149.85,NaN,43.05,289.04,29.15,195.37,NaN,126.45,NaN,76.6,NaN,171.87,NaN,NaN,49.95,68.35,646.09,54.63,56.25,68.87,NaN,NaN,33.2,51.84,32.98,32.09,21.54,22.59,30.47,35.76,50.49
20070228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.84,NaN,66.97,19.85,23.57,25.78,14.08,31.82,20.92,36.32,49.88,NaN,NaN,48.2,29.63,NaN,38.58,66.48,NaN,31.44,74.65,77.83,53.16,145.03,79.66,NaN,NaN,31.42,67.83,148.05,NaN,41.96,286.52,29.13,183.97,NaN,127.88,NaN,78.18,NaN,167.91,NaN,NaN,51.18,69.24,656.99,54.8,56.99,69.47,NaN,NaN,33.24,52.14,33.67,32.13,21.63,22.63,30.7,35.89,51.89
20070301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.31,NaN,66.21,19.75,23.33,25.3,14.01,31.29,20.59,35.93,48.66,NaN,NaN,47.41,28.81,NaN,37.74,65.82,NaN,31.39,74.24,77.28,53.02,144.4,78.88,NaN,NaN,31.2,67.55,152.25,NaN,42.35,287.44,28.82,191.82,NaN,127.45,NaN,77.96,NaN,169.75,NaN,NaN,51.24,68.74,650.39,55.27,56.06,68.65,NaN,NaN,33.08,51.91,33.59,32.07,21.61,22.69,30.55,35.67,51.56
20070302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.98,NaN,65.22,19.67,22.96,25.01,13.77,30.93,20.1,34.34,47.5,NaN,NaN,46.71,28.29,NaN,36.27,63.71,NaN,30.75,72.68,75.47,52.59,141.7,76.41,NaN,NaN,31.03,65.02,161.93,NaN,43.98,294.2,28.36,203.97,NaN,125.61,NaN,75.58,NaN,181.55,NaN,NaN,51.01,65.93,636.79,52.09,55.37,67.37,NaN,NaN,32.47,51.24,33.18,31.63,21.18,22.28,30.25,35.39,49.57
20070305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.05,NaN,63.72,18.25,22.7,24.51,13.56,30.43,19.84,33.2,45.33,NaN,NaN,45.77,27.14,NaN,35.51,62.93,NaN,30.3,70.99,72.43,51.57,138.65,72.8,NaN,NaN,30.64,62.02,173.25,NaN,45.22,304.32,28.05,216.07,NaN,124.29,NaN,73.97,NaN,194.15,NaN,NaN,49.62,63,610.59,50.21,54.22,64.28,NaN,NaN,31.99,50.59,32.62,31.54,21.23,22.19,30.08,34.89,48.74
20070306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.59,NaN,65.92,19.68,23.05,25.18,13.9,31.26,20.62,35.93,47.28,NaN,NaN,47.23,28.76,NaN,36.67,64.15,NaN,30.99,73.04,75.28,52.7,141.29,75.97,NaN,NaN,31.07,65.17,160.53,NaN,43.1,292,28.59,199.27,NaN,126.64,NaN,76.74,NaN,176.79,NaN,NaN,50.32,66.63,635.19,53.1,56.01,67.08,NaN,NaN,32.72,51.64,33.35,31.94,21.58,22.39,30.43,35.53,50.6
20070307,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.37,NaN,65.94,19.42,23.23,25.24,13.87,31.3,20.67,35.46,46.8,NaN,NaN,47.13,28.4,NaN,36.68,64.3,NaN,31.37,72.79,74.06,52.23,142.13,76.18,NaN,NaN,31.07,64.83,161.69,NaN,43.34,294.8,28.48,201.77,NaN,126.51,NaN,76.41,NaN,179.79,NaN,NaN,51.29,65.6,628.09,53.21,56.27,65.97,NaN,NaN,32.54,52.34,33.14,31.8,21.29,22.29,30.44,35.49,50.79
20070308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.31,NaN,66.8,19.52,23.35,25.65,14,31.71,20.84,36.35,48.26,NaN,NaN,47.67,29.46,NaN,36.94,64.48,NaN,31.56,73.37,75.41,52.63,143.61,77.71,NaN,NaN,31.33,65.95,157.61,NaN,42.55,290.6,28.74,192.57,NaN,127.69,NaN,77.38,NaN,173.99,NaN,NaN,51.29,66.8,628.09,54.72,56.61,67.22,NaN,NaN,32.9,52.84,33.46,32.06,21.48,22.53,30.55,35.79,51.68
20070309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.38,NaN,66.92,19.5,23.56,25.65,14.01,31.72,21.04,37.14,49.21,NaN,NaN,47.84,29.34,NaN,36.62,64.25,NaN,31.59,74,76.46,52.69,143.89,78.27,NaN,NaN,31.23,66.66,153.89,NaN,42.25,287.76,29.32,189.52,NaN,127.73,NaN,77.74,NaN,170.75,NaN,NaN,50.11,67.72,639.79,55.89,56.93,68.27,NaN,NaN,33.33,52.59,33.55,32.24,21.54,22.61,30.62,35.87,52.18
20070312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.56,NaN,67.4,20.09,23.49,25.86,14.13,31.71,20.97,37.32,49.92,NaN,NaN,47.96,29.86,NaN,37.24,64.37,NaN,31.52,74.22,76.9,52.57,144.35,78.68,NaN,NaN,31.13,66.95,151.81,NaN,42.25,289.56,29.45,188.02,NaN,127.94,NaN,78.18,NaN,169.95,NaN,NaN,49.35,68.15,639.79,57.01,57.19,68.67,NaN,NaN,33.45,52.51,33.55,32.41,21.68,22.64,30.62,35.82,52.14
20070313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.46,NaN,65.62,19.41,22.94,25.16,13.86,30.88,20.51,35.51,46.65,NaN,NaN,46.55,28.46,NaN,35.74,63.72,NaN,30.96,72.21,74.6,50.75,141.63,75.43,NaN,NaN,30.47,64.2,165.61,NaN,44.47,308.92,29.05,203.57,NaN,125.2,NaN,74.76,NaN,184.79,NaN,NaN,48.94,64.57,600.19,53.04,55.49,66.77,NaN,NaN,32.54,51.74,32.48,31.81,21.31,22.14,30.07,35.12,50.24
20070314,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.77,NaN,65.65,19.82,23.02,25.18,13.73,30.95,20.51,36.33,47.37,NaN,NaN,46.71,29.18,NaN,35.95,63.94,NaN,31.23,73.02,75,51.01,142.27,76.02,NaN,NaN,30.49,64.91,161.49,NaN,43.6,303.96,28.98,196.72,NaN,126.23,NaN,75.97,NaN,177.95,NaN,NaN,49.14,66.1,608.39,54.23,55.74,67.15,NaN,NaN,32.77,52.39,32.56,31.95,21.52,22.19,30.2,35.05,51.38
20070315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.07,NaN,65.98,20.25,23.14,25.34,13.74,31.18,20.61,36.39,48.15,NaN,NaN,46.96,29.25,NaN,36.83,63.98,NaN,31.31,73.62,75.64,51.57,142.93,77.1,NaN,NaN,30.78,66.13,155.61,NaN,43.32,298.64,29.05,187.12,NaN,126.42,NaN,76.35,NaN,174.03,NaN,NaN,48.67,67.18,618.79,56.66,56.01,67.86,NaN,NaN,33.47,52.38,32.98,31.99,21.53,22.52,30.28,35.13,52.12
20070316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.75,NaN,66.07,20.09,23.08,25.5,13.73,31.33,20.7,35.86,47.59,NaN,NaN,47.17,28.93,NaN,36.95,64.62,NaN,31.03,73.09,75.16,51.39,142.19,76.02,NaN,NaN,30.72,65.55,159.09,NaN,43.82,301.44,28.8,191.82,NaN,126.03,NaN,75.65,NaN,177.19,NaN,NaN,48.42,66.27,612.49,55.44,56.24,66.97,NaN,NaN,33.16,51.77,32.85,32.12,21.49,22.45,30.31,35,51.72
20070319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.56,NaN,67.2,20.46,23.31,25.88,13.89,31.64,20.93,36.83,48.83,NaN,NaN,48,29.97,NaN,37.44,64.74,NaN,31.68,74.05,76.02,51.96,143.86,77.83,NaN,NaN,31.02,67.31,152.45,NaN,42.43,296.24,28.65,183.77,NaN,127.7,NaN,77.65,NaN,170.59,NaN,NaN,48.7,67.72,623.79,57.67,57.09,67.76,NaN,NaN,33.71,52.67,33.08,32.37,21.64,22.62,30.57,35.55,52.84
20070320,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.8,NaN,67.83,20.79,23.68,26.12,14.02,32.03,21.33,37.74,49.82,NaN,NaN,48.46,30.27,NaN,37.81,65.27,NaN,31.84,74.67,76.3,52.44,144.95,79.18,NaN,NaN,31.35,68.19,146.97,NaN,41.73,291.48,28.87,180.07,NaN,128.47,NaN,78.63,NaN,166.75,NaN,NaN,48.46,68.93,631.99,58.89,57.87,68.08,NaN,NaN,33.87,53.08,33.4,32.46,21.79,22.87,30.74,35.83,53.12
20070321,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.93,NaN,69.43,21.02,24.11,26.73,14.18,32.84,21.92,39.52,51.54,NaN,NaN,49.66,31.06,NaN,38.7,65.82,NaN,32.42,76.09,77.52,53.78,147.13,81.69,NaN,NaN,31.93,70.23,138.97,NaN,39.94,276.84,29.31,170.32,NaN,130.79,NaN,81.41,NaN,156.59,NaN,NaN,48.8,71.41,662.69,61.25,59.64,69.05,NaN,NaN,34.3,54.12,34.21,32.95,22.26,23.12,31.08,36.43,54.46
20070322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.77,NaN,69.14,21.12,24.04,26.74,14.2,32.65,21.68,39.21,52.33,NaN,NaN,49.62,30.61,NaN,38.56,65.76,NaN,32.83,76.09,77.45,53.34,147.64,82.26,NaN,NaN,31.88,70.84,138.85,NaN,39.73,280.52,29.06,170.07,NaN,130.68,NaN,81.38,NaN,156.35,NaN,NaN,50.18,71.49,655.49,60.87,59.21,69.13,NaN,NaN,34.12,55.3,33.99,33.02,22.17,23.25,31.2,36.32,54.64
20070323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.95,NaN,69.32,21,24.18,26.86,14.22,32.82,21.84,39.45,52.51,NaN,NaN,49.93,30.91,NaN,38.42,65.15,NaN,33.02,76.21,77.42,53.4,148.06,82.82,NaN,NaN,32.03,71.42,135.89,NaN,39.61,279.4,29.07,170.47,NaN,130.89,NaN,81.4,NaN,155.39,NaN,NaN,50.57,71.72,656.59,61.19,59.53,69.18,NaN,NaN,34.28,55.6,34.03,33.23,22.11,23.31,31.03,36.34,54.84
20070326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.92,NaN,69.35,21.62,24.26,26.84,14.14,32.83,21.94,39.73,52.7,NaN,NaN,49.86,30.93,NaN,38.73,65.84,NaN,33.15,76.04,76.07,53.19,147.54,82.35,NaN,NaN,31.96,71.18,137.81,NaN,39.73,282.8,28.97,164.37,NaN,130.7,NaN,81.57,NaN,157.19,NaN,NaN,51.17,71.66,647.99,62.91,59.7,67.88,NaN,NaN,34.55,56.02,33.85,32.93,22.14,23.12,31.08,36.15,55.46
20070327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.75,NaN,69.01,21.06,24.19,26.92,14.08,32.76,21.77,39.01,51.71,NaN,NaN,49.71,30.69,NaN,38.04,65.7,NaN,33.17,75.67,75.36,52.84,147.45,81.95,NaN,NaN,31.62,70.08,140.77,NaN,40.16,288.04,28.95,172.22,NaN,130.36,NaN,80.71,NaN,159.91,NaN,NaN,51.2,70.52,643.99,61.18,59.3,67.05,NaN,NaN,34.13,56.13,33.63,32.76,22.15,23,30.84,35.91,54.82
20070328,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.06,NaN,68.34,20.73,24.09,26.52,13.97,32.39,21.56,38.22,51.31,NaN,NaN,49.2,30.37,NaN,38.23,66.05,NaN,33.14,75.12,74.37,52.18,146.76,81.25,NaN,NaN,31.18,69.36,142.89,NaN,41.1,293.12,28.47,176.52,NaN,129.32,NaN,79.43,NaN,164.43,NaN,NaN,52,69.88,626.09,60.65,58.56,66.53,NaN,NaN,33.75,56.12,33.18,32.47,21.88,22.95,30.61,35.48,54.45
20070329,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.82,NaN,69,20.97,24.3,26.97,13.99,32.9,21.76,39.82,52.09,NaN,NaN,49.96,31.34,NaN,38.04,65.65,NaN,33.42,75.22,74.82,52.63,146.27,80.66,NaN,NaN,31.2,69.77,141.85,NaN,41.02,290.92,28.29,173.67,NaN,129.47,NaN,79.83,NaN,162.91,NaN,NaN,53.62,69.82,630.09,61.16,59.41,66.66,NaN,NaN,34.04,56.5,33.36,32.46,21.91,23.1,30.77,35.61,55.31
20070330,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.81,NaN,69.12,21.2,24.23,27.01,13.89,32.91,21.77,39.72,52.61,NaN,NaN,50,30.74,NaN,38.16,65.74,NaN,33.03,75.42,75.61,52.57,147.02,81.36,NaN,NaN,31.14,69.9,142.05,NaN,40.99,291.4,28.1,176.32,NaN,129.5,NaN,79.79,NaN,161.27,NaN,NaN,53.35,69.94,630.29,61.23,59.54,67.78,NaN,NaN,34.11,55.66,33.46,32.42,21.86,23.17,30.76,35.71,55.21
20070402,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.07,NaN,69.32,21.26,24.43,27.33,13.81,33.19,21.94,40.08,53.68,NaN,NaN,50.29,31.42,NaN,38.74,65.85,NaN,33.39,75.62,76.62,51.54,147.31,81.73,NaN,NaN,31.35,70.39,139.89,NaN,40.86,294.96,28.16,171.42,NaN,129.66,NaN,79.99,NaN,160.39,NaN,NaN,53.56,70.58,626.19,61.8,60.24,68.28,NaN,NaN,34.1,56.25,33.13,32.48,21.98,23.24,30.94,35.84,56.17
20070403,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.71,NaN,69.96,21.73,24.73,27.68,13.93,33.48,22.11,41.16,54.59,NaN,NaN,50.9,31.98,NaN,39.07,65.83,NaN,33.56,76.47,77.37,52.23,148.57,82.91,NaN,NaN,31.58,71.88,134.09,NaN,39.8,287.6,28.28,165.92,NaN,131.19,NaN,81.68,NaN,154.79,NaN,NaN,52.46,72.19,639.89,63.86,60.63,68.98,NaN,NaN,34.51,56.63,33.57,32.73,22.17,23.42,31.29,36.33,56.39
20070404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.96,NaN,70.28,21.95,24.66,27.74,14.04,33.68,21.9,41.41,54.9,NaN,NaN,51.22,32.23,NaN,39.78,66.81,NaN,33.75,76.46,76.8,52.07,148.76,82.99,NaN,NaN,31.8,71.65,135.13,NaN,39.61,289,28.75,163.02,NaN,131.35,NaN,81.79,NaN,155.83,NaN,NaN,52.33,71.91,642.29,64.21,60.7,68.58,NaN,NaN,34.57,56.73,33.57,32.59,22.31,23.54,31.49,36.22,57.35
20070405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37,NaN,70.56,22.08,24.84,28.18,14,33.94,22.09,41.75,55.17,NaN,NaN,51.74,32.26,NaN,39.76,66.86,NaN,33.87,76.41,76.87,52.26,148.7,83.26,NaN,NaN,31.92,72.05,134.45,NaN,39.31,288.2,28.95,162.22,NaN,131.74,NaN,82.35,NaN,154.95,NaN,NaN,52.01,71.93,642.29,64.69,61.43,68.5,NaN,NaN,34.52,57.13,33.59,32.7,22.4,23.61,31.73,36.53,57.71
20070409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.23,NaN,70.5,22.07,24.88,28.07,13.98,33.87,22.02,42,55.3,NaN,NaN,51.53,32.49,NaN,39.64,66.53,NaN,33.82,76.52,76.81,52.03,149.4,83.75,NaN,NaN,32.12,71.96,135.13,NaN,39.3,289.28,29,156.02,NaN,131.94,NaN,82.6,NaN,155.59,NaN,NaN,50.35,72.02,636.99,66.95,61.05,68.65,NaN,NaN,35.11,56.9,33.58,32.66,22.4,23.54,31.74,36.5,58.59
20070410,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.42,NaN,71.08,22.6,24.83,28.33,14.03,34.14,22.16,42.24,55.71,NaN,NaN,52.11,32.69,NaN,39.97,67.16,NaN,34.32,76.77,77.03,52.25,149.81,84.37,NaN,NaN,31.98,72.32,133.65,NaN,39.08,287.4,29.54,158.47,NaN,132.11,NaN,82.68,NaN,153.91,NaN,NaN,50.61,72.61,642.79,66.15,61.72,68.98,NaN,NaN,34.68,57.83,33.74,32.65,22.38,23.67,31.79,36.58,58.47
20070411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.05,NaN,70.7,22.36,25,28.15,13.97,33.76,22.1,41.63,54.86,NaN,NaN,51.82,32.45,NaN,39.69,67.08,67.33,34.26,76.27,75.87,51.79,148.87,83.28,NaN,NaN,31.63,71.23,138.01,NaN,39.6,292.08,29.18,164.32,NaN,131.52,NaN,81.69,NaN,157.63,NaN,NaN,50.46,71.47,630.89,65.02,61.37,67.78,NaN,NaN,34.51,57.45,33.44,32.51,22.16,23.49,31.64,36.28,57.83
20070412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.72,NaN,71.22,22.78,25.34,28.48,13.95,34.22,22.3,42.11,55.96,NaN,NaN,52.25,33.34,NaN,39.87,66.99,67.4,34.69,76.81,75.42,51.73,149.95,84.38,NaN,NaN,31.69,72.26,134.17,NaN,39.13,291.32,29.35,159.32,NaN,132.16,NaN,82.84,NaN,153.59,NaN,NaN,51.65,72.49,631.39,66.82,62.02,67.24,NaN,NaN,34.85,58.4,33.38,32.94,22.41,23.52,32.03,36.55,58.62
20070413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.92,NaN,71.48,22.81,25.42,28.71,13.83,34.46,22.5,43.3,56.56,NaN,NaN,52.79,33.29,NaN,40.94,67.84,67.21,34.92,77.33,76.35,52.09,150.4,84.83,NaN,NaN,31.58,72.82,132.53,NaN,38.73,288.84,29.18,155.47,NaN,132.82,NaN,83.48,NaN,150.71,NaN,NaN,51.52,73.35,638.59,67.67,62.43,68.13,NaN,NaN,34.94,58.43,33.53,32.93,22.43,23.61,32.54,36.58,59.43
20070416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.41,NaN,72.31,23.02,25.83,29.26,14.04,34.9,22.71,44.02,57.81,NaN,NaN,53.58,33.93,NaN,41.47,68.4,67.17,35.12,78.45,76.33,53.18,151.9,86.68,NaN,NaN,32.01,75.06,125.01,NaN,37.65,278.24,29.4,147.97,NaN,134.2,NaN,85.15,NaN,143.43,NaN,NaN,51.2,75.6,665.79,69.92,63.24,68.23,NaN,NaN,35.46,58.8,34.4,33.22,22.63,23.67,32.88,36.97,60.82
20070417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.18,NaN,72.32,23.1,25.67,29.25,13.95,34.95,22.85,43.75,58.2,NaN,NaN,53.62,33.92,NaN,40.88,68,67.12,34.9,78.2,77.56,53.16,151.89,86.48,NaN,NaN,32.27,74.47,126.89,NaN,37.42,275.6,29.33,151.12,NaN,134.59,NaN,85.59,NaN,144.95,NaN,NaN,50.29,75.22,667.49,68.88,63.26,69.27,NaN,NaN,35.09,58.44,34.39,33.22,22.68,23.92,32.99,37.13,60.12
20070418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.88,NaN,72.29,23.11,25.8,29.23,13.97,34.89,22.73,43.58,58.28,NaN,NaN,53.53,33.65,NaN,40.68,68.38,67.15,34.75,77.72,77.25,54.02,151.45,86.23,NaN,NaN,32.13,73.55,128.53,NaN,37.25,272.48,30.29,154.82,NaN,134.77,NaN,85.65,NaN,148.59,NaN,NaN,50.14,74.07,681.29,68.39,63.22,68.77,NaN,NaN,34.88,58.22,34.81,33.32,22.62,23.85,32.98,37.1,59.35
20070419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.54,NaN,71.99,22.83,25.48,28.95,13.9,34.88,22.64,43.52,57.89,NaN,NaN,53.37,33.09,NaN,39.66,67.53,67.51,34.31,77.33,76.5,53.96,151.12,85.44,NaN,NaN,32.26,72.85,132.57,NaN,37.35,272.72,30.73,157.27,NaN,134.73,NaN,85.71,NaN,151.11,NaN,NaN,49.22,73.18,675.79,67.01,63.06,68.23,NaN,NaN,34.74,57.34,34.76,33.44,22.63,23.87,33.13,36.79,59.11
20070420,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.03,NaN,72.9,22.96,25.85,29.33,13.96,35.48,22.81,44.53,58.99,NaN,NaN,54.36,33.54,NaN,40.06,68.7,67.45,34.77,78.28,77.44,54.11,152.75,87.06,NaN,NaN,32.68,74.63,126.13,NaN,36.4,269.48,30.94,152.52,NaN,136.12,NaN,87.26,NaN,145.27,NaN,NaN,50.05,75.01,683.79,68.61,64.02,68.83,NaN,NaN,35.14,58.48,34.95,33.69,22.77,24.12,33.27,37.25,60.34
20070423,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.87,NaN,72.12,22.87,25.77,29.15,13.8,35.16,22.64,43.85,58.65,NaN,NaN,53.8,32.86,NaN,39.68,68.26,67.51,34.83,78.19,78.18,53.65,152.77,87.59,NaN,NaN,32.42,74.46,126.97,NaN,36.81,271.84,30.68,147.02,NaN,135.56,NaN,86.79,NaN,145.99,NaN,NaN,51.22,74.76,680.69,69.53,63.44,69.73,NaN,NaN,35.13,58.55,34.85,33.83,22.72,24.06,33.31,37.17,61.47
